interaction_id,user_id,product_id,event_type,rating,session_id,event_time,category_id,product_avg_rating,score,score_norm
1697,133,167,view,0.0,76,2025-11-28 11:42:23.077217,18,4.8,1.0,0.2
1803,49,35,view,0.0,81,2025-11-28 11:42:23.078826,12,3.6,1.0,0.2
2027,171,126,view,0.0,91,2025-11-28 11:42:23.082397,9,3.3,1.0,0.2
2258,79,94,click,0.0,98,2025-11-28 11:42:23.085951,20,4.1,2.0,0.4
2281,304,193,click,0.0,98,2025-11-28 11:42:23.086296,22,3.3,2.0,0.4
2493,353,86,click,0.0,107,2025-11-28 11:42:23.090256,25,4.1,2.0,0.4
2852,470,103,view,0.0,117,2025-11-28 11:42:23.097513,15,2.9,1.0,0.2
2925,425,79,view,0.0,120,2025-11-28 11:42:23.098661,20,2.5,1.0,0.2
3047,341,107,add_to_cart,0.0,124,2025-11-28 11:42:23.100665,12,3.4,3.0,0.6
3133,228,11,view,0.0,128,2025-11-28 11:42:23.102597,17,5.0,1.0,0.2
3278,129,174,add_to_cart,0.0,135,2025-11-28 11:42:23.104871,23,4.9,3.0,0.6
3395,167,146,add_to_cart,0.0,139,2025-11-28 11:42:23.106987,7,3.1,3.0,0.6
3420,488,182,purchase,0.0,143,2025-11-28 11:42:23.107367,19,4.0,5.0,1.0
3640,107,139,purchase,0.0,153,2025-11-28 11:42:23.110866,4,4.9,5.0,1.0
3771,13,73,add_to_cart,0.0,157,2025-11-28 11:42:23.113169,20,2.9,3.0,0.6
3843,214,58,view,0.0,164,2025-11-28 11:42:23.114406,9,3.0,1.0,0.2
3877,291,102,view,0.0,165,2025-11-28 11:42:23.114940,23,4.9,1.0,0.2
4133,168,47,view,0.0,180,2025-11-28 11:42:23.119723,4,4.2,1.0,0.2
4337,370,124,rating,3.6,194,2025-11-28 11:42:23.126726,4,3.5,3.6,0.72
4547,14,75,view,0.0,204,2025-11-28 11:42:23.130102,17,4.7,1.0,0.2
4613,23,51,click,0.0,207,2025-11-28 11:42:23.131232,2,4.4,2.0,0.4
4655,158,177,purchase,0.0,208,2025-11-28 11:42:23.131910,19,2.7,5.0,1.0
4706,5,25,click,0.0,210,2025-11-28 11:42:23.132719,3,3.7,2.0,0.4
4740,126,85,view,0.0,211,2025-11-28 11:42:23.133267,7,4.2,1.0,0.2
4920,355,23,click,0.0,219,2025-11-28 11:42:23.136986,3,2.5,2.0,0.4
5173,382,193,purchase,0.0,232,2025-11-28 11:42:23.141275,22,3.3,5.0,1.0
5309,476,126,click,0.0,235,2025-11-28 11:42:23.143616,9,3.3,2.0,0.4
5336,308,97,purchase,0.0,235,2025-11-28 11:42:23.144081,12,3.1,5.0,1.0
5445,84,133,click,0.0,241,2025-11-28 11:42:23.145784,13,2.5,2.0,0.4
5784,154,70,add_to_cart,0.0,260,2025-11-28 11:42:23.152481,17,4.7,3.0,0.6
5912,174,113,view,0.0,268,2025-11-28 11:42:23.156923,4,4.3,1.0,0.2
6354,201,169,click,0.0,287,2025-11-28 11:42:23.164993,4,4.0,2.0,0.4
6548,382,124,view,0.0,300,2025-11-28 11:42:23.168360,4,3.5,1.0,0.2
6739,318,48,view,0.0,310,2025-11-28 11:42:23.171389,20,3.4,1.0,0.2
6857,254,130,click,0.0,312,2025-11-28 11:42:23.173529,15,2.8,2.0,0.4
6914,484,35,view,0.0,314,2025-11-28 11:42:23.174501,12,3.6,1.0,0.2
7027,315,47,view,0.0,319,2025-11-28 11:42:23.176296,4,4.2,1.0,0.2
7146,74,98,view,0.0,325,2025-11-28 11:42:23.178534,20,3.9,1.0,0.2
7443,227,21,view,0.0,339,2025-11-28 11:42:23.182939,18,4.3,1.0,0.2
7701,218,67,view,0.0,352,2025-11-28 11:42:23.187777,8,4.1,1.0,0.2
7894,93,57,view,0.0,365,2025-11-28 11:42:23.193234,5,3.5,1.0,0.2
43,341,117,purchase,0.0,2,2025-11-29 11:42:23.039352,2,4.6,5.0,1.0
84,337,48,purchase,0.0,3,2025-11-29 11:42:23.040405,20,3.4,5.0,1.0
157,429,101,click,0.0,7,2025-11-29 11:42:23.042418,19,3.0,2.0,0.4
297,207,108,view,0.0,14,2025-11-29 11:42:23.045702,8,3.8,1.0,0.2
728,276,163,click,0.0,32,2025-11-29 11:42:23.055788,23,4.7,2.0,0.4
756,263,26,view,0.0,34,2025-11-29 11:42:23.056445,14,3.9,1.0,0.2
799,451,148,view,0.0,35,2025-11-29 11:42:23.057442,24,4.8,1.0,0.2
858,147,176,rating,4.6,39,2025-11-29 11:42:23.059144,5,4.2,4.6,0.9199999999999999
1168,37,63,click,0.0,56,2025-11-29 11:42:23.066254,20,4.0,2.0,0.4
1236,37,45,view,0.0,57,2025-11-29 11:42:23.067352,14,4.8,1.0,0.2
1457,248,123,view,0.0,68,2025-11-29 11:42:23.072574,7,3.6,1.0,0.2
1473,266,120,click,0.0,69,2025-11-29 11:42:23.073074,10,4.2,2.0,0.4
1778,206,13,view,0.0,81,2025-11-29 11:42:23.078456,19,3.7,1.0,0.2
1789,421,46,view,0.0,81,2025-11-29 11:42:23.078617,15,4.9,1.0,0.2
1856,333,131,view,0.0,82,2025-11-29 11:42:23.079679,17,2.6,1.0,0.2
2021,132,7,view,0.0,91,2025-11-29 11:42:23.082282,4,3.6,1.0,0.2
2025,383,7,click,0.0,91,2025-11-29 11:42:23.082352,4,3.6,2.0,0.4
2098,336,47,click,0.0,96,2025-11-29 11:42:23.083584,4,4.2,2.0,0.4
2256,169,24,purchase,0.0,98,2025-11-29 11:42:23.085921,22,4.3,5.0,1.0
2363,415,54,add_to_cart,0.0,102,2025-11-29 11:42:23.087528,23,4.4,3.0,0.6
2477,358,35,click,0.0,107,2025-11-29 11:42:23.089788,12,3.6,2.0,0.4
2626,135,61,view,0.0,109,2025-11-29 11:42:23.092304,14,2.9,1.0,0.2
3014,427,144,add_to_cart,0.0,123,2025-11-29 11:42:23.100121,2,3.8,3.0,0.6
3059,165,12,click,0.0,126,2025-11-29 11:42:23.100863,17,4.0,2.0,0.4
3067,182,123,view,0.0,126,2025-11-29 11:42:23.101157,7,3.6,1.0,0.2
3115,33,54,rating,2.1,127,2025-11-29 11:42:23.102310,23,4.4,2.1,0.42000000000000004
3261,168,63,view,0.0,133,2025-11-29 11:42:23.104592,20,4.0,1.0,0.2
3939,387,49,view,0.0,167,2025-11-29 11:42:23.115925,5,3.2,1.0,0.2
3963,349,79,view,0.0,168,2025-11-29 11:42:23.116312,20,2.5,1.0,0.2
3991,216,41,view,0.0,171,2025-11-29 11:42:23.116742,10,2.6,1.0,0.2
4183,101,177,add_to_cart,0.0,187,2025-11-29 11:42:23.121718,19,2.7,3.0,0.6
4377,389,33,view,0.0,194,2025-11-29 11:42:23.127376,7,2.6,1.0,0.2
4405,470,132,view,0.0,194,2025-11-29 11:42:23.127848,24,4.3,1.0,0.2
4863,400,57,click,0.0,218,2025-11-29 11:42:23.136043,5,3.5,2.0,0.4
5535,179,69,click,0.0,244,2025-11-29 11:42:23.147143,3,3.8,2.0,0.4
5817,141,148,click,0.0,262,2025-11-29 11:42:23.153308,24,4.8,2.0,0.4
6047,397,159,view,0.0,273,2025-11-29 11:42:23.160257,12,2.5,1.0,0.2
6080,448,159,view,0.0,275,2025-11-29 11:42:23.160753,12,2.5,1.0,0.2
6163,373,193,click,0.0,280,2025-11-29 11:42:23.162054,22,3.3,2.0,0.4
6236,425,184,click,0.0,281,2025-11-29 11:42:23.163186,18,4.0,2.0,0.4
6525,380,78,rating,3.1,298,2025-11-29 11:42:23.168007,22,2.9,3.1,0.62
6768,481,151,click,0.0,310,2025-11-29 11:42:23.171965,7,3.9,2.0,0.4
6845,222,85,purchase,0.0,312,2025-11-29 11:42:23.173344,7,4.2,5.0,1.0
7072,111,161,click,0.0,320,2025-11-29 11:42:23.177251,23,3.8,2.0,0.4
7083,50,96,click,0.0,320,2025-11-29 11:42:23.177416,15,4.9,2.0,0.4
7720,9,58,view,0.0,352,2025-11-29 11:42:23.188335,9,3.0,1.0,0.2
7905,27,173,click,0.0,365,2025-11-29 11:42:23.193530,23,3.6,2.0,0.4
20,270,17,view,0.0,1,2025-11-30 11:42:23.038721,5,2.7,1.0,0.2
86,414,71,add_to_cart,0.0,3,2025-11-30 11:42:23.040450,15,4.7,3.0,0.6
192,239,47,rating,4.4,9,2025-11-30 11:42:23.043171,4,4.2,4.4,0.8800000000000001
229,189,82,click,0.0,11,2025-11-30 11:42:23.043956,22,4.1,2.0,0.4
268,362,37,view,0.0,12,2025-11-30 11:42:23.044883,15,4.2,1.0,0.2
366,259,35,purchase,0.0,17,2025-11-30 11:42:23.047514,12,3.6,5.0,1.0
573,289,9,view,0.0,26,2025-11-30 11:42:23.052656,7,3.3,1.0,0.2
591,266,49,click,0.0,26,2025-11-30 11:42:23.052919,5,3.2,2.0,0.4
774,33,186,click,0.0,35,2025-11-30 11:42:23.056861,7,3.5,2.0,0.4
807,445,168,add_to_cart,0.0,36,2025-11-30 11:42:23.057682,8,4.0,3.0,0.6
825,72,36,click,0.0,38,2025-11-30 11:42:23.058137,13,4.8,2.0,0.4
832,491,66,click,0.0,39,2025-11-30 11:42:23.058366,4,4.2,2.0,0.4
914,428,145,view,0.0,41,2025-11-30 11:42:23.060217,2,3.9,1.0,0.2
967,365,108,click,0.0,43,2025-11-30 11:42:23.061208,8,3.8,2.0,0.4
1036,430,179,view,0.0,49,2025-11-30 11:42:23.062356,8,4.7,1.0,0.2
1151,431,57,add_to_cart,0.0,55,2025-11-30 11:42:23.065925,5,3.5,3.0,0.6
1496,117,117,click,0.0,70,2025-11-30 11:42:23.073618,2,4.6,2.0,0.4
1757,338,110,click,0.0,80,2025-11-30 11:42:23.078130,14,3.5,2.0,0.4
1795,173,127,view,0.0,81,2025-11-30 11:42:23.078706,12,4.7,1.0,0.2
1876,409,100,view,0.0,85,2025-11-30 11:42:23.079980,22,2.6,1.0,0.2
2053,148,123,view,0.0,93,2025-11-30 11:42:23.082797,7,3.6,1.0,0.2
2078,377,117,view,0.0,95,2025-11-30 11:42:23.083226,2,4.6,1.0,0.2
2080,375,37,purchase,0.0,95,2025-11-30 11:42:23.083255,15,4.2,5.0,1.0
2139,246,121,view,0.0,96,2025-11-30 11:42:23.084175,7,4.0,1.0,0.2
2615,303,193,purchase,0.0,109,2025-11-30 11:42:23.092135,22,3.3,5.0,1.0
2640,309,151,view,0.0,109,2025-11-30 11:42:23.092528,7,3.9,1.0,0.2
2750,245,153,view,0.0,112,2025-11-30 11:42:23.095564,10,3.6,1.0,0.2
3303,247,107,click,0.0,136,2025-11-30 11:42:23.105398,12,3.4,2.0,0.4
3426,191,118,purchase,0.0,144,2025-11-30 11:42:23.107456,20,4.5,5.0,1.0
3976,279,44,click,0.0,169,2025-11-30 11:42:23.116509,8,3.6,2.0,0.4
4119,97,139,add_to_cart,0.0,179,2025-11-30 11:42:23.119459,4,4.9,3.0,0.6
4262,29,16,view,0.0,188,2025-11-30 11:42:23.124834,3,4.2,1.0,0.2
4735,303,160,view,0.0,211,2025-11-30 11:42:23.133183,10,2.7,1.0,0.2
5064,134,47,view,0.0,231,2025-11-30 11:42:23.139464,4,4.2,1.0,0.2
5281,123,14,click,0.0,234,2025-11-30 11:42:23.143134,22,2.8,2.0,0.4
5301,383,172,click,0.0,234,2025-11-30 11:42:23.143483,18,4.6,2.0,0.4
5508,117,107,click,0.0,242,2025-11-30 11:42:23.146733,12,3.4,2.0,0.4
5670,55,15,view,0.0,255,2025-11-30 11:42:23.149304,9,4.6,1.0,0.2
5728,446,173,click,0.0,257,2025-11-30 11:42:23.150804,23,3.6,2.0,0.4
5892,208,68,view,0.0,267,2025-11-30 11:42:23.155303,10,2.6,1.0,0.2
5953,454,51,click,0.0,270,2025-11-30 11:42:23.157891,2,4.4,2.0,0.4
6118,252,84,purchase,0.0,277,2025-11-30 11:42:23.161348,23,3.9,5.0,1.0
7021,425,90,click,0.0,318,2025-11-30 11:42:23.176209,17,2.5,2.0,0.4
7379,346,179,view,0.0,337,2025-11-30 11:42:23.181987,8,4.7,1.0,0.2
7496,8,49,click,0.0,343,2025-11-30 11:42:23.184172,5,3.2,2.0,0.4
7583,66,182,view,0.0,346,2025-11-30 11:42:23.185779,19,4.0,1.0,0.2
7689,160,179,view,0.0,352,2025-11-30 11:42:23.187431,8,4.7,1.0,0.2
7716,259,144,add_to_cart,0.0,352,2025-11-30 11:42:23.188209,2,3.8,3.0,0.6
7839,343,84,add_to_cart,0.0,363,2025-11-30 11:42:23.191057,23,3.9,3.0,0.6
450,132,69,purchase,0.0,19,2025-12-01 11:42:23.049578,3,3.8,5.0,1.0
647,17,142,view,0.0,29,2025-12-01 11:42:23.053763,23,4.8,1.0,0.2
806,261,102,click,0.0,36,2025-12-01 11:42:23.057657,23,4.9,2.0,0.4
1051,10,73,add_to_cart,0.0,50,2025-12-01 11:42:23.062582,20,2.9,3.0,0.6
1104,500,32,view,0.0,53,2025-12-01 11:42:23.064091,5,4.6,1.0,0.2
1415,172,39,view,0.0,67,2025-12-01 11:42:23.071172,3,2.9,1.0,0.2
2036,245,189,add_to_cart,0.0,92,2025-12-01 11:42:23.082529,9,4.1,3.0,0.6
2137,259,131,click,0.0,96,2025-12-01 11:42:23.084146,17,2.6,2.0,0.4
3100,58,121,view,0.0,127,2025-12-01 11:42:23.102077,7,4.0,1.0,0.2
3342,181,61,click,0.0,138,2025-12-01 11:42:23.106113,14,2.9,2.0,0.4
3599,292,182,click,0.0,153,2025-12-01 11:42:23.110219,19,4.0,2.0,0.4
4033,297,35,add_to_cart,0.0,174,2025-12-01 11:42:23.117420,12,3.6,3.0,0.6
4094,331,162,view,0.0,177,2025-12-01 11:42:23.119038,15,4.9,1.0,0.2
4191,417,148,view,0.0,187,2025-12-01 11:42:23.121987,24,4.8,1.0,0.2
4789,150,112,view,0.0,215,2025-12-01 11:42:23.134075,5,2.6,1.0,0.2
4980,401,100,view,0.0,220,2025-12-01 11:42:23.137955,22,2.6,1.0,0.2
5115,347,20,view,0.0,231,2025-12-01 11:42:23.140303,12,3.0,1.0,0.2
5338,109,29,click,0.0,235,2025-12-01 11:42:23.144110,15,3.3,2.0,0.4
5586,480,26,view,0.0,247,2025-12-01 11:42:23.148002,14,3.9,1.0,0.2
6030,333,160,add_to_cart,0.0,271,2025-12-01 11:42:23.159992,10,2.7,3.0,0.6
6103,60,15,view,0.0,276,2025-12-01 11:42:23.161100,9,4.6,1.0,0.2
6342,376,103,view,0.0,287,2025-12-01 11:42:23.164817,15,2.9,1.0,0.2
6744,470,127,rating,1.9,310,2025-12-01 11:42:23.171463,12,4.7,1.9,0.38
7002,259,76,view,0.0,318,2025-12-01 11:42:23.175924,20,4.0,1.0,0.2
7082,118,197,view,0.0,320,2025-12-01 11:42:23.177401,20,4.8,1.0,0.2
7364,387,7,view,0.0,333,2025-12-01 11:42:23.181773,4,3.6,1.0,0.2
7406,145,177,view,0.0,337,2025-12-01 11:42:23.182379,19,2.7,1.0,0.2
7513,102,193,view,0.0,344,2025-12-01 11:42:23.184569,22,3.3,1.0,0.2
7542,369,8,view,0.0,345,2025-12-01 11:42:23.185066,15,3.8,1.0,0.2
7601,433,177,view,0.0,346,2025-12-01 11:42:23.186083,19,2.7,1.0,0.2
7795,155,66,click,0.0,360,2025-12-01 11:42:23.190066,4,4.2,2.0,0.4
7921,364,28,view,0.0,365,2025-12-01 11:42:23.193965,23,4.9,1.0,0.2
263,251,154,add_to_cart,0.0,12,2025-12-02 11:42:23.044778,15,4.0,3.0,0.6
314,77,62,view,0.0,14,2025-12-02 11:42:23.046203,10,3.4,1.0,0.2
640,96,58,view,0.0,29,2025-12-02 11:42:23.053657,9,3.0,1.0,0.2
837,310,32,click,0.0,39,2025-12-02 11:42:23.058505,5,4.6,2.0,0.4
937,451,46,add_to_cart,0.0,42,2025-12-02 11:42:23.060762,15,4.9,3.0,0.6
1381,499,126,click,0.0,65,2025-12-02 11:42:23.070188,9,3.3,2.0,0.4
1578,442,146,click,0.0,71,2025-12-02 11:42:23.075363,7,3.1,2.0,0.4
1952,366,24,view,0.0,90,2025-12-02 11:42:23.081205,22,4.3,1.0,0.2
2090,179,159,purchase,0.0,95,2025-12-02 11:42:23.083405,12,2.5,5.0,1.0
2411,55,195,view,0.0,107,2025-12-02 11:42:23.088242,25,3.3,1.0,0.2
2478,290,88,view,0.0,107,2025-12-02 11:42:23.089803,25,3.6,1.0,0.2
2718,276,156,add_to_cart,0.0,111,2025-12-02 11:42:23.094854,3,4.7,3.0,0.6
2733,191,54,view,0.0,112,2025-12-02 11:42:23.095256,23,4.4,1.0,0.2
2761,484,41,add_to_cart,0.0,112,2025-12-02 11:42:23.095722,10,2.6,3.0,0.6
2932,25,28,view,0.0,120,2025-12-02 11:42:23.098857,23,4.9,1.0,0.2
3041,72,175,view,0.0,123,2025-12-02 11:42:23.100579,8,2.6,1.0,0.2
3123,218,34,add_to_cart,0.0,127,2025-12-02 11:42:23.102449,8,4.0,3.0,0.6
3248,306,54,purchase,0.0,131,2025-12-02 11:42:23.104387,23,4.4,5.0,1.0
3518,78,60,add_to_cart,0.0,148,2025-12-02 11:42:23.108881,20,4.1,3.0,0.6
3669,358,151,click,0.0,154,2025-12-02 11:42:23.111309,7,3.9,2.0,0.4
3834,236,11,purchase,0.0,162,2025-12-02 11:42:23.114260,17,5.0,5.0,1.0
4109,391,140,click,0.0,179,2025-12-02 11:42:23.119296,22,2.9,2.0,0.4
4157,13,43,click,0.0,185,2025-12-02 11:42:23.120708,24,4.3,2.0,0.4
4230,183,180,view,0.0,187,2025-12-02 11:42:23.123698,13,3.0,1.0,0.2
4283,131,189,view,0.0,190,2025-12-02 11:42:23.125536,9,4.1,1.0,0.2
4484,466,169,add_to_cart,0.0,199,2025-12-02 11:42:23.129111,4,4.0,3.0,0.6
4651,22,200,view,0.0,208,2025-12-02 11:42:23.131849,14,3.8,1.0,0.2
4844,268,89,click,0.0,216,2025-12-02 11:42:23.135595,22,2.6,2.0,0.4
4850,305,176,click,0.0,218,2025-12-02 11:42:23.135780,5,4.2,2.0,0.4
4889,458,22,purchase,0.0,219,2025-12-02 11:42:23.136487,19,3.4,5.0,1.0
4969,383,55,click,0.0,220,2025-12-02 11:42:23.137781,25,3.6,2.0,0.4
5062,471,109,purchase,0.0,231,2025-12-02 11:42:23.139433,7,4.0,5.0,1.0
5229,404,83,purchase,0.0,234,2025-12-02 11:42:23.142175,24,3.6,5.0,1.0
5410,80,130,view,0.0,239,2025-12-02 11:42:23.145251,15,2.8,1.0,0.2
5536,385,39,purchase,0.0,244,2025-12-02 11:42:23.147157,3,2.9,5.0,1.0
5554,153,20,view,0.0,244,2025-12-02 11:42:23.147434,12,3.0,1.0,0.2
5869,148,5,view,0.0,264,2025-12-02 11:42:23.154658,9,4.7,1.0,0.2
5913,325,178,click,0.0,268,2025-12-02 11:42:23.156999,15,4.3,2.0,0.4
5923,155,145,click,0.0,269,2025-12-02 11:42:23.157304,2,3.9,2.0,0.4
6379,472,4,view,0.0,288,2025-12-02 11:42:23.165365,24,3.0,1.0,0.2
6652,124,144,view,0.0,305,2025-12-02 11:42:23.170052,2,3.8,1.0,0.2
6716,494,192,add_to_cart,0.0,307,2025-12-02 11:42:23.171052,20,4.1,3.0,0.6
7646,236,131,purchase,0.0,348,2025-12-02 11:42:23.186771,17,2.6,5.0,1.0
7832,384,42,add_to_cart,0.0,362,2025-12-02 11:42:23.190891,2,4.5,3.0,0.6
30,242,115,view,0.0,1,2025-12-03 11:42:23.038988,8,4.4,1.0,0.2
70,228,137,view,0.0,2,2025-12-03 11:42:23.040036,24,4.0,1.0,0.2
332,297,140,view,0.0,14,2025-12-03 11:42:23.046696,22,2.9,1.0,0.2
389,104,7,view,0.0,18,2025-12-03 11:42:23.048081,4,3.6,1.0,0.2
628,104,65,view,0.0,28,2025-12-03 11:42:23.053479,23,3.1,1.0,0.2
1002,366,60,purchase,0.0,48,2025-12-03 11:42:23.061828,20,4.1,5.0,1.0
1006,107,11,purchase,0.0,48,2025-12-03 11:42:23.061888,17,5.0,5.0,1.0
1015,68,105,purchase,0.0,48,2025-12-03 11:42:23.062028,7,4.5,5.0,1.0
1147,383,133,view,0.0,54,2025-12-03 11:42:23.065859,13,2.5,1.0,0.2
1242,499,19,view,0.0,57,2025-12-03 11:42:23.067446,18,4.7,1.0,0.2
1312,219,96,add_to_cart,0.0,59,2025-12-03 11:42:23.068769,15,4.9,3.0,0.6
1486,9,112,view,0.0,70,2025-12-03 11:42:23.073443,5,2.6,1.0,0.2
1735,98,131,view,0.0,80,2025-12-03 11:42:23.077806,17,2.6,1.0,0.2
1816,101,197,click,0.0,81,2025-12-03 11:42:23.079023,20,4.8,2.0,0.4
1832,407,89,view,0.0,81,2025-12-03 11:42:23.079301,22,2.6,1.0,0.2
1962,429,2,click,0.0,91,2025-12-03 11:42:23.081366,12,4.7,2.0,0.4
2083,296,48,add_to_cart,0.0,95,2025-12-03 11:42:23.083299,20,3.4,3.0,0.6
2394,105,137,rating,1.3,104,2025-12-03 11:42:23.087985,24,4.0,1.3,0.26
2637,448,67,view,0.0,109,2025-12-03 11:42:23.092485,8,4.1,1.0,0.2
2872,199,122,view,0.0,118,2025-12-03 11:42:23.097828,3,2.8,1.0,0.2
2939,265,71,add_to_cart,0.0,120,2025-12-03 11:42:23.098961,15,4.7,3.0,0.6
2975,387,31,click,0.0,122,2025-12-03 11:42:23.099531,20,4.0,2.0,0.4
3068,56,129,view,0.0,126,2025-12-03 11:42:23.101193,25,3.1,1.0,0.2
3124,430,154,view,0.0,128,2025-12-03 11:42:23.102465,15,4.0,1.0,0.2
3360,493,81,view,0.0,138,2025-12-03 11:42:23.106419,10,3.9,1.0,0.2
3814,283,3,view,0.0,159,2025-12-03 11:42:23.113942,18,3.2,1.0,0.2
3862,274,85,add_to_cart,0.0,165,2025-12-03 11:42:23.114702,7,4.2,3.0,0.6
4331,104,88,click,0.0,194,2025-12-03 11:42:23.126629,25,3.6,2.0,0.4
4395,250,70,add_to_cart,0.0,194,2025-12-03 11:42:23.127689,17,4.7,3.0,0.6
4502,175,181,view,0.0,201,2025-12-03 11:42:23.129390,19,2.5,1.0,0.2
4660,97,75,click,0.0,208,2025-12-03 11:42:23.131986,17,4.7,2.0,0.4
4979,177,127,view,0.0,220,2025-12-03 11:42:23.137940,12,4.7,1.0,0.2
5117,408,23,click,0.0,231,2025-12-03 11:42:23.140336,3,2.5,2.0,0.4
5223,177,138,add_to_cart,0.0,234,2025-12-03 11:42:23.142084,3,4.7,3.0,0.6
5310,491,136,view,0.0,235,2025-12-03 11:42:23.143631,7,3.7,1.0,0.2
5427,35,67,add_to_cart,0.0,240,2025-12-03 11:42:23.145511,8,4.1,3.0,0.6
5458,494,44,view,0.0,241,2025-12-03 11:42:23.145981,8,3.6,1.0,0.2
5755,224,173,view,0.0,258,2025-12-03 11:42:23.151723,23,3.6,1.0,0.2
5764,368,49,click,0.0,260,2025-12-03 11:42:23.151964,5,3.2,2.0,0.4
5960,456,73,click,0.0,271,2025-12-03 11:42:23.158041,20,2.9,2.0,0.4
6154,214,147,view,0.0,279,2025-12-03 11:42:23.161910,4,4.6,1.0,0.2
6315,229,61,add_to_cart,0.0,284,2025-12-03 11:42:23.164401,14,2.9,3.0,0.6
6365,37,104,view,0.0,287,2025-12-03 11:42:23.165153,23,4.5,1.0,0.2
7337,442,29,view,0.0,331,2025-12-03 11:42:23.181369,15,3.3,1.0,0.2
7574,388,109,view,0.0,346,2025-12-03 11:42:23.185649,7,4.0,1.0,0.2
8000,64,185,add_to_cart,0.0,369,2025-12-03 11:42:23.196276,3,4.7,3.0,0.6
